identifier,programme,status,opening,deadline,deadline_model,budget_total_eur,action_type,topic_url
PPPA-2026-CITIZEN-PLATFORM-TV,Pilot Projects,open,2026-04-16,2026-05-28,single-stage,5500000,PPPA Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/PPPA-2026-CITIZEN-PLATFORM-TV
LIFE-2026-SAP-CLIMA-CCM,LIFE,open,2026-04-21,2026-09-22,single-stage,60000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCM
LIFE-2026-SAP-CLIMA-CCA,LIFE,open,2026-04-21,2026-09-22,single-stage,60000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCA
LIFE-2026-SAP-CLIMA-GOV,LIFE,open,2026-04-21,2026-09-22,single-stage,60000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-GOV
EuropeAid/186514/DD/FPA/EG,NDICI / EuropeAid,open,2026-04-21,2026-06-21,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186514
DIGITAL-2026-AI-PILOTING-10-SCREENING,Digital Europe,open,2026-04-21,2026-10-01,single-stage,9000000,DIGITAL Simple Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-AI-PILOTING-10-SCREENING
DIGITAL-2026-BESTUSE-MCP-10-HUB,Digital Europe,open,2026-04-21,2026-10-01,single-stage,1000000,DIGITAL Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-MCP-10-HUB
LIFE-2026-SAP-ENV-ENVIRONMENT,LIFE,open,2026-04-21,2026-09-22,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-ENVIRONMENT
LIFE-2026-SAP-ENV-GOV,LIFE,open,2026-04-21,2026-09-22,single-stage,85500000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-GOV
HORIZON-CL3-2027-01-FCT-01,Horizon Europe,forthcoming,2027-05-05,2027-11-04,single-stage,129503000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2027-01-FCT-01
HORIZON-CL3-2027-01-FCT-02,Horizon Europe,forthcoming,2027-05-05,2027-11-04,single-stage,129503000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2027-01-FCT-02
HORIZON-CL2-2027-02-HERITAGE-09-two-stage,Horizon Europe,forthcoming,2027-03-02,2027-05-04,two-stage,58000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2027-02-HERITAGE-09-two-stage
HORIZON-HLTH-2027-02-DISEASE-14-two-stage,Horizon Europe,forthcoming,2027-02-10,2027-04-13,two-stage,186600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-02-DISEASE-14-two-stage
HORIZON-MISS-2027-07-CLIMA-CIT-NEB-01,Horizon Europe,forthcoming,2027-02-09,2027-09-22,single-stage,68500000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-07-CLIMA-CIT-NEB-01
HORIZON-MISS-2027-04-CIT-03,Horizon Europe,forthcoming,2027-02-09,2027-10-07,single-stage,92323812,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-04-CIT-03
HORIZON-JU-ER-2026-FA6FA7-01,Horizon Europe,open,2026-02-04,2026-05-07,single-stage,6100000,HORIZON JU Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-ER-2026-FA6FA7-01
LIFE-2026-PLP-ENER-GOV,LIFE,open,2026-04-21,2026-09-22,single-stage,18000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-PLP-ENER-GOV
LIFE-2026-PLP-NAT-ENV,LIFE,open,2026-04-21,2026-09-22,single-stage,18000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-PLP-NAT-ENV
EuropeAid/185357/DD/ACT/Multi,NDICI / EuropeAid,open,2026-04-23,2026-06-14,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=185357
HORIZON-EIC-2026-PATHFINDEROPEN,Horizon Europe,open,2026-02-05,2026-05-12,single-stage,166039670,HORIZON EIC Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2026-PATHFINDEROPEN
EuropeAid/186515/DD/ACT/ME,NDICI / EuropeAid,open,2026-04-23,2026-06-19,,,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/186515PROSPECTSEN
EuropeAid/185831/DD/ACT/SY,NDICI / EuropeAid,open,2026-04-02,2026-05-18,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=185831
LIFE-2026-STRAT-NAT-SNAP-two-stage,LIFE,open,2026-04-21,2026-09-03,two-stage,163000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-STRAT-NAT-SNAP-two-stage
LIFE-2026-STRAT-CLIMA-SIP-two-stage,LIFE,open,2026-04-21,2026-09-03,two-stage,163000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-STRAT-CLIMA-SIP-two-stage
HORIZON-WIDERA-2026-04-WIDENING-01,Horizon Europe,open,2026-04-23,2026-09-24,single-stage,7000000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-04-WIDENING-01
HORIZON-WIDERA-2026-05-WIDENING-01,Horizon Europe,open,2026-04-09,2026-09-09,single-stage,8000000,HORIZON TMA MSCA Postdoctoral Fellowships - European Fellowships,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-05-WIDENING-01
HORIZON-JU-CBE-2026-RIA-01,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-01
HORIZON-JU-CBE-2026-IA-05,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-05
HORIZON-JU-CBE-2026-IA-02,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-02
HORIZON-JU-CBE-2026-IA-03,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-03
HORIZON-JU-CBE-2026-RIA-02,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-02
HORIZON-JU-CBE-2026-RIA-03,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-03
HORIZON-JU-CBE-2026-IAFlag-01,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-01
HORIZON-JU-CBE-2026-CSA-01,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-CSA-01
HORIZON-JU-CBE-2026-IA-01,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-01
HORIZON-JU-CBE-2026-IA-04,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-04
HORIZON-JU-CBE-2026-IAFlag-04,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-04
HORIZON-JU-CBE-2026-IAFlag-03,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-03
HORIZON-JU-CBE-2026-IAFlag-02,Horizon Europe,open,2026-04-23,2026-09-22,single-stage,2219889087,HORIZON JU Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-02
EDF-EDIP-P-2027-FNLC-CPA-C5ISRS,European Defence Fund,forthcoming,2026-06-17,2027-02-16,single-stage,450000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-C5ISRS
EDF-EDIP-P-2027-FNLC-CPA-GNPS,European Defence Fund,forthcoming,2026-06-17,2027-02-16,single-stage,450000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-GNPS
EDF-EDIP-P-2027-FNLC-CPA-AMDS,European Defence Fund,forthcoming,2026-06-17,2027-02-16,single-stage,450000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-AMDS
EuropeAid/186114/DD/ACT/KZ,NDICI / EuropeAid,open,2026-03-19,2026-05-12,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186114
LIFE-2026-PLP-ENER-COMPLIANCE,LIFE,open,2026-04-21,2026-09-22,single-stage,18000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-PLP-ENER-COMPLIANCE
EuropeAid/186559/DD/ACT/PS,NDICI / EuropeAid,open,2026-04-14,2026-06-10,,,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/186559PROSPECTSEN
EuropeAid/185599/DD/ACT/Multi,NDICI / EuropeAid,open,2026-02-27,2026-06-01,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=185599
EuropeAid/186235/DD/ACT/YE,NDICI / EuropeAid,open,2026-04-14,2026-06-03,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186235
EuropeAid/186255/DD/ACT/TJ,NDICI / EuropeAid,open,2026-04-16,2026-06-02,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186255
EuropeAid/186556/DD/ACT/DO,NDICI / EuropeAid,open,2026-04-15,2026-06-01,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186556
EuropeAid/185902/DD/ACT/KG,NDICI / EuropeAid,open,2026-04-06,2026-06-02,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=185902
EuropeAid/186297/DD/ACT/HN,NDICI / EuropeAid,open,2026-04-15,2026-06-01,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186297
EuropeAid/186014/DD/ACT/CD,NDICI / EuropeAid,open,2026-02-20,2026-05-21,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186014
EuropeAid/186130/DD/ACT/ER,NDICI / EuropeAid,open,2026-04-09,2026-07-08,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186130
EuropeAid/186370/DD/ACT/ME,NDICI / EuropeAid,open,2026-04-28,2026-07-28,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186370
HORIZON-JU-SNS-2026-FEM-STREAM-B-02,Horizon Europe,forthcoming,2026-05-26,2026-09-03,single-stage,14000000,HORIZON JU Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-SNS-2026-FEM-STREAM-B-02
HORIZON-CL3-2026-01-SSRI-03,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Public Procurement of Innovative Solutions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-SSRI-03
HORIZON-CL3-2026-01-INFRA-02,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-02
HORIZON-CL3-2026-01-FCT-01,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-FCT-01
HORIZON-CL3-2026-01-INFRA-01,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-01
HORIZON-CL3-2026-01-SSRI-02,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Pre-commercial Procurement,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-SSRI-02
HORIZON-CL3-2026-01-DRS-02,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-DRS-02
HORIZON-CL3-2026-01-FCT-04,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-FCT-04
HORIZON-CL3-2026-01-FCT-05,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-FCT-05
HORIZON-CL3-2026-01-FCT-06,Horizon Europe,open,2026-05-06,2026-11-05,single-stage,131000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-FCT-06
EuropeAid/186204/DD/ACT/MW,NDICI / EuropeAid,open,2026-03-28,2026-05-29,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186204
EuropeAid/186065/DD/ACT/IL,NDICI / EuropeAid,open,2026-03-26,2026-05-26,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186065
EuropeAid/186141/DD/ACT/Multi,NDICI / EuropeAid,open,2026-03-16,2026-05-07,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186141
EuropeAid/186571/DD/ACT/ZA,NDICI / EuropeAid,open,2026-04-24,2026-07-23,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186571
EuropeAid/186081/DD/ACT/PA,NDICI / EuropeAid,open,2026-03-03,2026-06-04,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186081
CREA-MEDIA-2026-DEVMINISLATE,Creative Europe,open,2026-04-22,2026-09-17,single-stage,7000000,CREA Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CREA-MEDIA-2026-DEVMINISLATE
EuropeAid/186350/DD/ACT/XK,NDICI / EuropeAid,open,2026-04-02,2026-05-18,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186350
EuropeAid/186347/DD/ACT/XK,NDICI / EuropeAid,open,2026-04-02,2026-05-18,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186347
EuropeAid/186336/DH/ACT/Multi,NDICI / EuropeAid,open,2026-03-27,2026-05-13,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186336
EDF-EDIP-P-2026-FNLC-CPA-AMEW,European Defence Fund,forthcoming,2026-04-30,2026-10-13,single-stage,180000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2026-FNLC-CPA-AMEW
EDF-EDIP-P-2026-FNLC-CPA-CDS,European Defence Fund,forthcoming,2026-04-30,2026-10-13,single-stage,180000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2026-FNLC-CPA-CDS
ESF-2026-POW,ESF+,open,2026-04-30,2026-10-06,single-stage,4000000,ESF Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ESF-2026-POW
CERV-2026-CHAR-LITI-CHARTER,CERV,forthcoming,2026-05-20,2026-09-15,single-stage,52000000,CERV Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CERV-2026-CHAR-LITI-CHARTER
CERV-2026-CHAR-LITI-CIVIC,CERV,forthcoming,2026-05-20,2026-09-15,single-stage,52000000,CERV Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CERV-2026-CHAR-LITI-CIVIC
CREA-MEDIA-2026-FILMSALES,Creative Europe,open,2026-04-28,2026-06-18,single-stage,5500000,CREA Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CREA-MEDIA-2026-FILMSALES
CEF-E-2026-PCI-PMI-WORKS,Connecting Europe Facility,open,2026-04-30,2026-09-30,single-stage,1200000000,CEF Infrastructure Projects,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-E-2026-PCI-PMI-WORKS
CEF-E-2026-PCI-PMI-STUDIES,Connecting Europe Facility,open,2026-04-30,2026-09-30,single-stage,1200000000,CEF Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-E-2026-PCI-PMI-STUDIES
EuropeAid/186548/DD/ACT/Multi,NDICI / EuropeAid,open,2026-04-03,2026-05-26,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=186548
EDF-EDIP-P-2026-LS-IRA-EC,European Defence Fund,open,2026-04-30,2026-06-16,single-stage,166400000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2026-LS-IRA-EC
EDF-EDIP-P-2027-LS-IRA-KEC,European Defence Fund,forthcoming,2026-06-17,2027-02-16,single-stage,564300000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-KEC
EDF-EDIP-P-2027-LS-IRA-PE,European Defence Fund,forthcoming,2026-06-17,2027-02-16,single-stage,564300000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-PE
EuropeAid/185546/DD/ACT/ME,NDICI / EuropeAid,open,2026-02-06,2026-05-08,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=185546
CERV-2026-CITIZENS-TOWN-TT,CERV,open,2026-05-06,2026-09-23,single-stage,6000000,CERV Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CERV-2026-CITIZENS-TOWN-TT
HORIZON-CL5-2026-09-D4-01,Horizon Europe,open,2026-05-05,2026-09-15,single-stage,223200000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-01
HORIZON-CL5-2026-09-D4-03,Horizon Europe,open,2026-05-05,2026-09-15,single-stage,223200000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-03
HORIZON-CL5-2026-09-D2-01,Horizon Europe,open,2026-05-05,2026-09-15,single-stage,223200000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D2-01
HORIZON-NEB-2026-01-PARTICIPATION-03,Horizon Europe,open,2026-05-05,2026-12-01,single-stage,101100000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-PARTICIPATION-03
HORIZON-NEB-2026-01-PARTICIPATION-02,Horizon Europe,open,2026-05-05,2026-12-01,single-stage,101100000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-PARTICIPATION-02
HORIZON-NEB-2026-01-REGEN-02,Horizon Europe,open,2026-05-05,2026-12-01,single-stage,101100000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-REGEN-02
HORIZON-NEB-2026-01-PARTICIPATION-01,Horizon Europe,open,2026-05-05,2026-12-01,single-stage,101100000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-PARTICIPATION-01
SMP-COSME-2026-TOURSME-01,Single Market Programme,open,2026-03-03,2026-05-20,single-stage,6900000,SMP Grants for Financial Support,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SMP-COSME-2026-TOURSME-01
DIGITAL-2026-BESTUSE-RSF-10-AWARENESS,Digital Europe,open,2026-04-21,2026-10-01,single-stage,6000000,DIGITAL Grants for Financial Support,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-RSF-10-AWARENESS
HORIZON-EIC-2026-PRIZE-ICAPITAL-01,Horizon Europe,open,2026-05-05,2026-08-04,single-stage,3600000,HORIZON Recognition Prize,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2026-PRIZE-ICAPITAL-01
HORIZON-EIC-2026-PRIZE-ICAPITAL-02,Horizon Europe,open,2026-05-05,2026-08-04,single-stage,3600000,HORIZON Recognition Prize,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2026-PRIZE-ICAPITAL-02
HORIZON-EIC-2026-TRANSITIONOPEN,Horizon Europe,open,2026-04-22,2026-09-16,single-stage,100000000,HORIZON EIC Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2026-TRANSITIONOPEN
EuropeAid/185928/DH/ACT/CY,NDICI / EuropeAid,open,2026-04-17,2026-06-16,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=185928
HORIZON-CL5-2026-09-D4-04,Horizon Europe,open,2026-05-05,2026-09-15,single-stage,223200000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-04
HORIZON-NEB-2026-01-BUSINESS-01,Horizon Europe,open,2026-05-05,2026-12-01,single-stage,101100000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-BUSINESS-01
HORIZON-CL5-2026-09-D3-03,Horizon Europe,open,2026-05-05,2026-09-15,single-stage,223200000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D3-03
HORIZON-NEB-2026-01-BUSINESS-03,Horizon Europe,open,2026-05-05,2026-12-01,single-stage,101100000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-BUSINESS-03
HORIZON-NEB-2026-01-REGEN-03,Horizon Europe,open,2026-05-05,2026-12-01,single-stage,101100000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-REGEN-03
HORIZON-NEB-2026-01-REGEN-01,Horizon Europe,open,2026-05-05,2026-12-01,single-stage,101100000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-REGEN-01
HORIZON-NEB-2026-01-BUSINESS-02,Horizon Europe,open,2026-05-05,2026-12-01,single-stage,101100000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-BUSINESS-02
HORIZON-CL5-2026-09-D4-02,Horizon Europe,open,2026-05-05,2026-09-15,single-stage,223200000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-02
HORIZON-CL5-2026-09-D4-08,Horizon Europe,open,2026-05-05,2026-09-15,single-stage,223200000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-08
HORIZON-CL5-2026-09-D2-04,Horizon Europe,open,2026-05-05,2026-09-15,single-stage,223200000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D2-04
HORIZON-CL6-2026-01-CIRCBIO-08,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-08
HORIZON-CL6-2026-01-BIODIV-01,Horizon Europe,open,2026-04-17,2026-09-17,single-stage,210000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-01
